doc_id,entity_id,surface,start,end,gold_cpe,cpe_family,relation_ids,linked_cves,audit_status
"fortios-sslvpn-rapid7-fortinet-targeting","E18","FortiOS","1835","1842","cpe:2.3:o:fortinet:fortios:*:*:*:*:*:*:*:*","o:fortinet:fortios","R2","CVE-2018-13379","validated_linked_cve_family"
"fortios-sslvpn-rapid7-fortinet-targeting","E19","FortiOS","2341","2348","cpe:2.3:o:fortinet:fortios:*:*:*:*:*:*:*:*","o:fortinet:fortios","R3","CVE-2019-5591","validated_linked_cve_family"
"fortios-sslvpn-rapid7-fortinet-targeting","E20","FortiOS","2550","2557","cpe:2.3:o:fortinet:fortios:*:*:*:*:*:*:*:*","o:fortinet:fortios","R4","CVE-2020-12812","validated_linked_cve_family"
"fortios-sslvpn-rapid7-fortinet-targeting","E21","SAP NetWeaver","6070","6083","cpe:2.3:a:sap:netweaver:*:*:*:*:*:*:*:*","a:sap:netweaver","R8","CVE-2016-9563","validated_by_adjudication"
"fortios-sslvpn-rapid7-fortinet-targeting","E22","SAP NetWeaver","6323","6336","cpe:2.3:a:sap:netweaver:*:*:*:*:*:*:*:*","a:sap:netweaver","R9","CVE-2016-3976","validated_by_adjudication"
"fortios-sslvpn-rapid7-fortinet-targeting","E23","SAP NetWeaver","6566","6579","cpe:2.3:a:sap:netweaver:*:*:*:*:*:*:*:*","a:sap:netweaver","R10","CVE-2010-5326","canonical_family_but_not_linked_cve"
"fortios-sslvpn-rapid7-fortinet-targeting","E30","FortiOS","461","468","cpe:2.3:o:fortinet:fortios:*:*:*:*:*:*:*:*","o:fortinet:fortios","R13","CVE-2018-13379","validated_linked_cve_family"
"fortios-sslvpn-rapid7-fortinet-targeting","E31","SAP NetWeaver","4657","4670","cpe:2.3:a:sap:netweaver:*:*:*:*:*:*:*:*","a:sap:netweaver","R14","CVE-2020-6287","canonical_family_but_not_linked_cve"
"fortios-sslvpn-rapid7-fortinet-targeting","E32","SAP’s Solution Manager","5184","5206","cpe:2.3:a:sap:solution_manager:*:*:*:*:*:*:*:*","a:sap:solution_manager","R15","CVE-2020-6207","validated_linked_cve_family"
"goanywhere-nvd-goanywhere-0669","E3","cpe:2.3:a:fortra:goanywhere_managed_file_transfer:*:*:*:*:*:*:*:*","544","609","cpe:2.3:a:fortra:goanywhere_managed_file_transfer:*:*:*:*:*:*:*:*","a:fortra:goanywhere_managed_file_transfer","R2","CVE-2023-0669","validated_linked_cve_family"
"goanywhere-nvd-goanywhere-0669","E6","GoAnywhere MFT","187","201","cpe:2.3:a:fortra:goanywhere_managed_file_transfer:*:*:*:*:*:*:*:*","a:fortra:goanywhere_managed_file_transfer","R3","CVE-2023-0669","validated_linked_cve_family"
"ivanti-connect-secure-cisa-ivanti-multiple-vulnerabilities","E26","Ivanti Connect Secure","2021","2042","cpe:2.3:a:ivanti:connect_secure:*:*:*:*:*:*:*:*","a:ivanti:connect_secure","R18|R6|R8","CVE-2023-46805|CVE-2024-21887|CVE-2024-21893","validated_linked_cve_family"
"ivanti-connect-secure-cisa-ivanti-multiple-vulnerabilities","E27","Ivanti Policy Secure","2047","2067","cpe:2.3:a:ivanti:policy_secure:*:*:*:*:*:*:*:*","a:ivanti:policy_secure","R19|R7|R9","CVE-2023-46805|CVE-2024-21887|CVE-2024-21893","validated_linked_cve_family"
"ivanti-connect-secure-cisa-ivanti-multiple-vulnerabilities","E28","Ivanti Connect Secure","6670","6691","cpe:2.3:a:ivanti:connect_secure:*:*:*:*:*:*:*:*","a:ivanti:connect_secure","R10","CVE-2024-21893","validated_linked_cve_family"
"ivanti-connect-secure-cisa-ivanti-multiple-vulnerabilities","E29","Ivanti Policy Secure","6704","6724","cpe:2.3:a:ivanti:policy_secure:*:*:*:*:*:*:*:*","a:ivanti:policy_secure","R11","CVE-2024-21893","validated_linked_cve_family"
"ivanti-connect-secure-cisa-ivanti-multiple-vulnerabilities","E30","Ivanti Neurons for ZTA","6742","6764","cpe:2.3:a:ivanti:neurons_for_zero-trust_access:*:*:*:*:*:*:*:*","a:ivanti:neurons_for_zero-trust_access","R12","CVE-2024-21893","validated_linked_cve_family"
"ivanti-connect-secure-cisa-ivanti-multiple-vulnerabilities","E31","Ivanti Connect Secure","6908","6929","cpe:2.3:a:ivanti:connect_secure:*:*:*:*:*:*:*:*","a:ivanti:connect_secure","R13","CVE-2024-22024","validated_linked_cve_family"
"ivanti-connect-secure-cisa-ivanti-multiple-vulnerabilities","E32","Ivanti Policy Secure","6943","6963","cpe:2.3:a:ivanti:policy_secure:*:*:*:*:*:*:*:*","a:ivanti:policy_secure","R14","CVE-2024-22024","validated_linked_cve_family"
"ivanti-connect-secure-cisa-ivanti-multiple-vulnerabilities","E33","ZTA gateways","6981","6993","cpe:2.3:a:ivanti:zero_trust_access_gateway:*:*:*:*:*:*:*:*","a:ivanti:zero_trust_access_gateway","R15","CVE-2024-22024","validated_linked_cve_family"
"ivanti-connect-secure-cisa-ivanti-multiple-vulnerabilities","E34","Ivanti Connect Secure","7158","7179","cpe:2.3:a:ivanti:connect_secure:*:*:*:*:*:*:*:*","a:ivanti:connect_secure","R16","CVE-2024-21888","validated_linked_cve_family"
"ivanti-connect-secure-cisa-ivanti-multiple-vulnerabilities","E35","Ivanti Policy Secure","7184","7204","cpe:2.3:a:ivanti:policy_secure:*:*:*:*:*:*:*:*","a:ivanti:policy_secure","R17","CVE-2024-21888","validated_linked_cve_family"
"ivanti-connect-secure-cisa-ivanti-multiple-vulnerabilities","E36","Ivanti Connect Secure","5630","5651","cpe:2.3:a:ivanti:connect_secure:*:*:*:*:*:*:*:*","a:ivanti:connect_secure","R20|R22","CVE-2023-46805|CVE-2024-21887","validated_linked_cve_family"
"ivanti-connect-secure-cisa-ivanti-multiple-vulnerabilities","E37","Ivanti Policy Secure","5656","5676","cpe:2.3:a:ivanti:policy_secure:*:*:*:*:*:*:*:*","a:ivanti:policy_secure","R21|R23","CVE-2023-46805|CVE-2024-21887","validated_linked_cve_family"
"proxylogon-microsoft-hafnium-exchange","E16","Exchange","5194","5202","cpe:2.3:a:microsoft:exchange_server:*:*:*:*:*:*:*:*","a:microsoft:exchange_server","R5","CVE-2021-26855","validated_linked_cve_family"
"proxylogon-microsoft-hafnium-exchange","E18","Unified Messaging service","5370","5395","cpe:2.3:a:microsoft:exchange_server:*:*:*:*:*:*:*:*","a:microsoft:exchange_server","R6","CVE-2021-26857","validated_linked_cve_family"
"proxylogon-microsoft-hafnium-exchange","E21","Exchange","5749","5757","cpe:2.3:a:microsoft:exchange_server:*:*:*:*:*:*:*:*","a:microsoft:exchange_server","R7","CVE-2021-26858","validated_linked_cve_family"
"proxylogon-microsoft-hafnium-exchange","E30","Exchange","6103","6111","cpe:2.3:a:microsoft:exchange_server:*:*:*:*:*:*:*:*","a:microsoft:exchange_server","R8","CVE-2021-27065","validated_linked_cve_family"
